Source class,Source name,L (Jy kpc^2),vW (GHz s)
Crab GP,PSR J0534+2200,157.0534232837998,6.142639999999999e-05
Crab GP,PSR J0534+2200,290.20366593202004,0.0001022714
Crab GP,PSR J0534+2200,71.11101128642822,2.4932599999999996e-05
Crab GP,PSR J0534+2200,24.0390243902439,5.74e-06
Crab GP,PSR J0534+2200,55.84882860665845,2.2707999999999997e-05
Crab GP,PSR J0534+2200,43.35391104294479,1.46048e-05
Crab GP,PSR J0534+2200,103.25856921055774,3.51666e-05
Crab GP,PSR J0534+2200,14.09951219512195,5.74e-06
Crab GP,PSR J0534+2200,13.481951219512194,5.74e-06
Crab GP,PSR J0534+2200,203.93251268983374,6.81254e-05
Crab GP,PSR J0534+2200,211.99639747823477,8.39412e-05
Crab GP,PSR J0534+2200,92.17000586805264,3.34012e-05
Crab GP,PSR J0534+2200,44.919382504288166,1.9588799999999998e-05
Crab GP,PSR J0534+2200,91.18323458415624,3.8278800000000004e-05
Crab GP,PSR J0534+2200,79.23001478944501,3.59716e-05
Crab GP,PSR J0534+2200,88.00717644147487,2.26296e-05
Crab GP,PSR J0534+2200,181.02298972348765,7.928759999999999e-05
Crab GP,PSR J0534+2200,69.74546108214992,1.55764e-05
Crab GP,PSR J0534+2200,11.839024390243901,5.74e-06
Crab GP,PSR J0534+2200,162.82313994868824,6.76648e-05
Crab GP,PSR J0534+2200,14.639999999999999,5.74e-06
Crab GP,PSR J0534+2200,121.27734555401612,3.9408599999999994e-05
Crab GP,PSR J0534+2200,12.699512195121951,5.74e-06
Crab GP,PSR J0534+2200,66.9934087800025,2.25148e-05
Crab GP,PSR J0534+2200,125.63477423239013,5.813499999999999e-05
Crab GP,PSR J0534+2200,75.67187500000001,2.6879999999999997e-05
Crab GP,PSR J0534+2200,17.696585365853657,5.74e-06
Crab GP,PSR J0534+2200,64.34425189162802,2.8678999999999998e-05
Crab GP,PSR J0534+2200,71.90521849341489,2.54058e-05
Crab GP,PSR J0534+2200,98.11605165423013,4.10886e-05
Crab GP,PSR J0534+2200,44.25951219512194,5.74e-06
Crab GP,PSR J0534+2200,19.322611163670768,7.399e-06
Crab GP,PSR J0534+2200,159.32800095862913,4.67334e-05
Crab GP,PSR J0534+2200,12.384390243902438,5.74e-06
Crab GP,PSR J0534+2200,168.80983852912766,9.129819999999998e-05
Crab GP,PSR J0534+2200,17.33853658536585,5.74e-06
Crab GP,PSR J0534+2200,81.26357747882412,3.933720000000001e-05
Crab GP,PSR J0534+2200,152.6243527582106,7.6517e-05
Crab GP,PSR J0534+2200,188.1382209188661,8.593199999999999e-05
Crab GP,PSR J0534+2200,87.17594947092117,3.4134800000000004e-05
Crab GP,PSR J0534+2200,112.20546866979227,4.09094e-05
Crab GP,PSR J0534+2200,97.52116962159302,4.23248e-05
Crab GP,PSR J0534+2200,42.93538507507283,1.87418e-05
Crab GP,PSR J0534+2200,106.18467940230755,3.7009000000000004e-05
Crab GP,PSR J0534+2200,14.426341463414632,5.74e-06
Crab GP,PSR J0534+2200,49.020064724919095,1.7303999999999996e-05
Crab GP,PSR J0534+2200,61.62513515232462,2.20122e-05
Crab GP,PSR J0534+2200,33.129542920847264,1.2558e-05
Crab GP,PSR J0534+2200,20.66987693953986,7.849799999999999e-06
Crab GP,PSR J0534+2200,36.016678579938045,1.17516e-05
Crab GP,PSR J0534+2200,14.061463414634146,5.74e-06
Crab GP,PSR J0534+2200,212.82679813248882,8.57612e-05
Crab GP,PSR J0534+2200,125.42089058407242,6.0930799999999996e-05
Crab GP,PSR J0534+2200,21.088927137119907,9.7608e-06
Crab GP,PSR J0534+2200,122.73863763887329,4.99016e-05
Crab GP,PSR J0534+2200,68.22826086956522,2.8336e-05
Crab GP,PSR J0534+2200,14.74731707317073,5.74e-06
Crab GP,PSR J0534+2200,49.376040255467395,1.4467599999999998e-05
